title,authors,source,year,citations no.
Glomo: Unsupervised learning of transferable relational graphs,"Z Yang, J Zhao, B Dhingra, K He, WW Cohen, RR Salakhutdinov, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:Q7hiZQKJ-pAC,2018,52
Boosting and other machine learning algorithms,"H Drucker, C Cortes, LD Jackel, Y LeCun, V Vapnik",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:GYFkgKAhzLcC,1994,51
Singularity of the hessian in deep learning,"L Sagun, L Bottou, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:cTLm0pkq19gC,2016,51
"Which encoding is the best for text classification in chinese, english, japanese and korean?","X Zhang, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:_9cyEV96HHsC,2017,51
Deep learning & convolutional networks.,Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:dnWPDgH667kC,2015,50
Handwritten character recognition using neural network architectures,"O Matan, RK Kiang, CE Stenard, B Boser, JS Denker, D Henderson, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:XD-gHx7UXLsC,1990,50
Large-scale kernel machines,"Y Bengio, Y LeCun, L Bottou, O Chapelle, D DeCoste, J Weston",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:wy5MF_2MSNEC,2007,49
Energy-based models in document recognition and computer vision,"Y LeCun, S Chopra, M Ranzato, FJ Huang",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:bEWYMUwI8FkC,2007,49
Mapping and planning under uncertainty in mobile robots with long-range perception,"P Sermanet, R Hadsell, M Scoffier, U Muller, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:RHpTSmoSYBkC,2008,48
Unsupervised feature learning from temporal data,"R Goroshin, J Bruna, J Tompson, D Eigen, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:-jghkW3WqMUC,2015,46
Writer independent and writer adaptive neural network for on-line character recognition,"I Guyon, D Henderson, P Albrecht, Y Lecun, JS Denker",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:RtDPZMhf-s8C,1992,43
Module for constructing trainable modular network in which each module inputs and outputs data structured as a graph,"Y Bengio, L Bottou, YA LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:hFOr9nPyWt4C,2000,42
Dynamic auto-encoders for semantic indexing,"P Mirowski, M Ranzato, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:pyW8ca7W8N0C,2010,42
Structured sparse coding via lateral inhibition,"K Gregor, A Szlam, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:dONrx3-W1TkC,2011,42
Fast approximations to structured sparse coding and applications to object classification,"A Szlam, K Gregor, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:1Ye0OR6EYb4C,2012,40
Hierarchical constrained automatic learning network for character recognition,"JS Denker, RE Howard, LD Jackel, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:-f6ydRqryjwC,1991,39
Graphical system for automated segmentation and recognition for image recognition systems,"CJ Burges, YA Le Cun, O Matan",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:-_dYPAW6P2MC,1996,39
Transformation invariance in pattern recognition–tangent distance and tangent propagation,"PY Simard, YA LeCun, JS Denker, B Victorri",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:UeHWp8X0CEIC,2012,39
A hierarchical loss and its problems when classifying non-hierarchically,"C Wu, M Tygert, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:n0_S8QYMK-AC,2017,39
A sparse and locally shift invariant feature extractor applied to document images,"M Ranzato, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:pqnbT2bcN3wC,2007,38
Eblearn: Open-source energy-based learning in c++,"P Sermanet, K Kavukcuoglu, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:g5m5HwL7SMYC,2009,38
Unsupervised image matching and object discovery as optimization,"HV Vo, F Bach, M Cho, K Han, Y LeCun, P Pérez, J Ponce",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:JdYeQSb646wC,2019,37
Binary embeddings with structured hashed projections,"A Choromanska, K Choromanski, M Bojarski, T Jebara, S Kumar, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:g-FVFPYC6a8C,2015,37
Pattern Recognition and Neural Networks,"Y LeCun, Y Benhio",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:t6usbXjVLHcC,1995,37
EVALUATION OF NETWORK ARCHITECTURES ON TEST LEARNING TASKS.,"FF Soulie, P Gallinari, Y Le Cun, S Thiria",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:KrOX6H5u0oYC,1987,37
Real time voice processing with audiovisual feedback: toward autonomous agents with perfect pitch,"LK Saul, DD Lee, CL Isbell, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:ZeXyd9-uunAC,2003,36
Learning stable group invariant representations with convolutional networks,"J Bruna, A Szlam, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:TlpoogIpr_IC,2013,36
Convolutional nets and watershed cuts for real-time semantic labeling of rgbd videos,"C Couprie, C Farabet, L Najman, Y Lecun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:VxjqAHCqNGUC,2014,36
Memoires associatives distribuees,"P Gallinari, Y LeCun, S Thiria, F Fogelman-Soulie",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:OBSaB-F7qqsC,1987,35
Memory-based character recognition using a transformation invariant metric,"PY Simard, Y Le Cun, JS Denker",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:_Re3VWB3Y0AC,1994,35
An efficient algorithm for learning invariance in adaptive classifiers,"P Simard, Y Le Cun, J Denker, B Victorri",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:2KloaMYe4IUC,1992,34
Discovering the hidden structure of house prices with a non-parametric latent manifold model,"S Chopra, T Thampy, J Leahy, A Caplin, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:ZHo1McVdvXMC,2007,33
MNIST handwritten digit database,"L Yann, C Corinna, B Chris",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:uYElc5AnwZoC,2010,33
"The Power and Limits of Deep Learning: In his IRI Medal address, Yann LeCun maps the development of machine learning techniques and suggests what the future may hold.",Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:f9jR0vFhilIC,2018,33
Model-based planning with discrete and continuous actions,"M Henaff, WF Whitney, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:OBae9N4Z9bMC,2017,32
System and method for sending multi-media messages using emoticons,"J Ostermann, MR Civanlar, E Cosatto, HP Graf, YA LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:08ZZubdj9fEC,2011,31
Time-delay neural networks and independent component analysis for eeg-based prediction of epileptic seizures propagation,"PW Mirowski, D Madhavan, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:35N4QoGY0k4C,2007,31
Reverse TDNN: an architecture for trajectory generation,"P Simard, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:hC7cP41nSMkC,1992,31
GEMINI: gradient estimation through matrix inversion after noise injection,"Y LeCun, CC Galland, GE Hinton",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:kWvqk_afx_IC,1989,31
Scanning the Technology,"RV Cox, BG Haskell, Y Lecun, B Shahraray, L Rabiner",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:tp0eXr8pwPYC,1998,31
Reassessing FHA risk,"DF Aragon, A Caplin, S Chopra, JV Leahy, Y LeCun, M Scoffier, JS Tracy",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:vV6vV6tmYwMC,2010,30
Differentially-and non-differentially-private random decision trees,"M Bojarski, A Choromanska, K Choromanski, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:JzGFD3-rS6kC,2014,30
"Method, system, and computer-accessible medium for classification of at least one ICTAL state","PW Mirowski, D Madhavan, Y LeCun, R Kuzniecky",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:4fKUyHm3Qg0C,2016,29
Color documents on the web with DjVu,"P Haffner, Y LeCun, L Bottou, P Howard, P Vincent, B Riemers",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:dhFuZR0502QC,1999,28
Machine learning and the spatial structure of house prices and housing returns,"A Caplin, S Chopra, JV Leahy, Y LeCun, T Thampy",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:yD5IFk8b50cC,2008,28
Unsupervised Learning of Feature Hierarchies,MA Ranzato,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:tkaPQYYpVKoC,2009,28
Causal graph-based video segmentation,"C Couprie, C Farabet, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:mWEH9CqjF64C,2013,28
A theoretical framework for back-propagation,Y Lecun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:4EsMycecMEYC,1992,27
Browsing through high quality document images with DjVu,"P Haffner, L Bottou, PG Howard, P Simard, Y Bengio, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:evX43VCCuoAC,1998,26
Universum prescription: Regularization using unlabeled data,"X Zhang, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:7Pm5v_kJJ6IC,2017,26
"D.: OverFeat: Integrated Recognition, Localization and Detection using Convolutional Networks arXiv","P Sermanet, D Eigen, X Zhang, M Mathieu, R Fergus, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:8aAMN6PqWdYC,2014,26
Handwritten digit recognition: Applications of neural net chips and automatic learning,"Y LeCun, LD Hackel, B Boser, JS Denker, HP Graf, I Gyon, D Henderson, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:uJ-U7cs_P_0C,1990,26
Structured sparse coding via lateral inhibition,"A Szlam, K Gregor, Y Cun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:SjuI4pbJlxcC,2011,26
"Adaptive learning rates and parallelization for stochastic, sparse, non-smooth gradients","T Schaul, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:SnGPuo6Feq8C,2013,26
A general segmentation scheme for DjVu document compression,"P Haffner, L Bottou, Y Lecun, L Vincent",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:YFjsv_pBGBYC,2002,25
Adaptive long range vision in unstructured terrain,"AN Erkan, R Hadsell, P Sermanet, J Ben, U Muller, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:maZDTaKrznsC,2007,25
Discriminative feature and model design for automatic speech recognition.,"M Rahim, Y Bengio, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:R3hNpaxXUhUC,1997,25
A theoretical argument for complex-valued convolutional networks,"J Bruna, S Chintala, Y LeCun, S Piantino, A Szlam, M Tygert",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:RRCMsQZi3KMC,2015,24
Pushing stochastic gradient towards second-order methods–backpropagation learning with transformations in nonlinearities,"T Vatanen, T Raiko, H Valpola, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:69ZgNCALVd0C,2013,23
Model-based planning in discrete action spaces,"M Henaff, WF Whitney, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:oHSet2Z0r48C,2017,22
Hardware requirements for neural-net optical character recognition,"LD Jackel, B Boser, JS Denker, HP Graf, Y Le Cun, I Guyon, D Henderson, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:j8SEvjWlNXcC,1990,21
Training system for neural networks,"JS Denker, YA LeCun, PY Simard, B Victorri",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:iH-uZ7U-co4C,1996,21
Learning about an exponential amount of conditional distributions,"M Belghazi, M Oquab, Y LeCun, D Lopez-Paz",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:bgW0xdllhO4C,2019,21
Optical character recognition and neural-net chips,"YL Cun, LD Jackel, HP Graf, B Boser, JS Denker, I Guyon, D Henderson, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:OmZH4w0uHW8C,1990,20
An analog neural network processor and its application to high-speed character recognition.,"BE Boser, E Säckinger, J Bromley, Y LeCun, RE Howard, LD Jackel",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:BqipwSGYUEgC,1991,20
A multi-range vision strategy for autonomous offroad navigation,"R Hadsell, A Erkan, P Sermanet, J Ben, K Kavukcuoglu, U Muller, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:NMxIlDl6LWMC,2007,20
Mémoires associatives distribuées: une comparaison (distributed associative memories: a comparison),"P Gallinari, Y Lecun, S Thiria, FF Soulie",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:1zNUifcpCKoC,1987,19
SN: A simulator for connectionist models,"L Bottou, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:MOUuoOoUJb4C,1988,19
Efficient conversion of digital documents to multilayer raster formats,"L Bottou, P Haffner, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:j3f4tGmQtD8C,2001,19
Fast approximation of rotations and hessians matrices,"M Mathieu, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:rn9M3PrGu7MC,2014,19
A spectral regularizer for unsupervised disentanglement,"A Ramesh, Y Choi, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:25zTQ8aaf3EC,2018,19
La plus belle histoire de l'intelligence: des origines aux neurones artificiels: vers une nouvelle étape de l'évolution,"S Dehaene, Y Le Cun, J Girardon",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:osi8XriVlOYC,2018,18
Traffic signs and pedestrians vision with multi-scale convolutional networks,"P Sermanet, K Kavukcuoglu, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:XiVPGOgt02cC,2011,18
others. 1995,"Y LeCun, Y Bengio",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:-pSblevFsSkC,1995,18
Guest editorial: Deep learning,"MA Ranzato, G Hinton, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:2POsdo3tyOAC,2015,17
"L’apprentissage profond, une révolution en intelligence artificielle",Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:l1jknz_x7mgC,2016,17
Generalization and network design strategies: Technical Report CRG-TR-89-4,Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:RpHLKABnwqoC,1989,16
Toward real-time indoor semantic segmentation using depth information,"C Couprie, C Farabet, L Najman, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:JmU_-KX0ghQC,2014,16
What’s wrong with deep learning,Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:sFUlmsclzkgC,2015,16
Self-supervised Learning: The Dark Matter of Intelligence,"Y LeCun, I Misra",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:HjGq7OYTVFUC,2021,16
Understanding dimensional collapse in contrastive self-supervised learning,"L Jing, P Vincent, Y LeCun, Y Tian",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:3r0_5JwaG5wC,2021,16
On-line recognition of limited-vocabulary Chinese character using multiple convolutional neural networks,"QZ Wu, YL Cun, LD Jackel, BS Jeng",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:-95Q15plzcUC,1993,15
Learning maneuver dictionaries for ground robot planning,"P Sermanet, M Scoffier, C Crudele, U Muller, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:aIdbFUkbNIkC,2008,15
Prediction under uncertainty with error-encoding networks,"M Henaff, J Zhao, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:lQh10hhnIEIC,2017,15
Learning in high dimension always amounts to extrapolation,"R Balestriero, J Pesenti, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:EF0m1YoOS5EC,2021,15
Method and apparatus for image segmentation,"YA LeCun, O Matan, WD Satterfield, TJ Thompson",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:GnPB-g6toBAC,1993,14
Learning representations by maximizing compression,"K Gregor, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:1qzjygNMrQYC,2011,14
Real-time adaptive off-road vehicle navigation and terrain classification,"UA Muller, LD Jackel, Y LeCun, B Flepp",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:UmS_249rOGwC,2013,14
Source separation with scattering non-negative matrix factorization,"J Bruna, P Sprechmann, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:VofzgsFG4o0C,2015,13
Graph transformer networks for image recognition,"L Bottou, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:yB1At4FlUx8C,2005,13
Implicit Rank-Minimizing Autoencoder,"L Jing, J Zbontar, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:4UtermoNRQAC,2020,12
A time delay neural network character recognizer for a touch terminal,"I Guyon, P Albrecht, Y LeCun, JS Denker, W Hubbard",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:fEOibwPWpKIC,1990,12
Method and apparatus for symbol recognition using multidimensional preprocessing at multiple resolutions,"YA LeCun, QZ Wu",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:O3NaXMp0MMsC,1994,12
Method and apparatus for standardization of inputs to word recognition systems,YA LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:hMod-77fHWUC,1998,12
"Neural information processing scaled for bioacoustics, from neurons to big data","H Glotin, Y LeCun, T Artieres, S Mallat, O Tchernichovski, X Halkias",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:iomT83CKXisC,2013,12
Adversarially regularized autoencoders for generating discrete structures,"Z Junbo, Y Kim, K Zhang, AM Rush, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:abCsMXLaarkC,2017,12
System and method for biometric authentication in connection with camera equipped devices,"Y Lecun, A Perold, Y Wang, S Waghmare",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:pOP5Rf-i_loC,2018,12
Self-supervised learning,Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=200&pagesize=100&citation_for_view=WLN3QrAAAAAJ:0izwh0c-50kC,2020,12
Universal halting times in optimization and machine learning,"L Sagun, T Trogdon, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=300&pagesize=100&citation_for_view=WLN3QrAAAAAJ:TAWzVH7WYHIC,2015,11
