title,authors,source,year,citations no.
EnergyBased Models: The Cure Against Bayesian Fundamentalism,"Y LeCun, MA Ranzato, FJ Huang, YL Boureau, S Chopra",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:cvMPO0XfNn8C,n/a,0
Loss Functions for Energy-Based Models With Applications to Object Recognition.,"Y LeCun, FJ Huang",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:HoaxrAv1AIcC,n/a,0
HARDWARE FOR NEURAL-NET OPTICAL CHARACTER RECOGNITION,"LD Jackel, B Boser, JS Denker, HP Graf, Y Le Cun, I Guyon, D Henderson, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:Z5m8FVwuT1cC,1990,0
Learning algorithms for classification: A comparison on handwritten digit recognition,"Y LeCun, LD Jackel, L Bottou, C Cortes, JS Denker, H Drucker, I Guyon, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&pagesize=100&citation_for_view=WLN3QrAAAAAJ:_FxGoFyzp5QC,1995,0
Design Strategies,Y le Cun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:rTD5ala9j4wC,1989,0
User manual: SN: A simulator for connectionist models,"Y Lecun, L Bottou",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:oyQIn_cjXD4C,1988,0
eeekkk kkk kkSkSkkSSS kk,"T Kohonen, Y LeCun, B Boser",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:T5V60G5X4B8C,1988,0
KAROL GREGOR,"Y LeCun, S Sondhi, D Huse",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:jenZ_en7QtoC,n/a,0
Deep generative models create new and diverse protein structures,"Z Lin, T Sercu, Y LeCun, A Rives",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:0x7hHEPTrR8C,n/a,0
Deep learning with Elastic Averaging SGD Download PDF,"S Zhang, AE Choromanska, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:yIkSIh5mphAC,n/a,0
Leave your comfort zone!,"X Zhang, J Zhao, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:8cTaIddhMp4C,n/a,0
Learning Convolutional Feature Hierarchies for Visual Recognition,Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:ypzvKOdbExQC,n/a,0
"Unsupervised learning of invariant feature hierarchies with application to object recognition.” CVPR, 2007. 1 Data Driven HMC Algorithm. DDHMC (motion-based proposals) 1 …","F Huang, Y Boureau, Y Lecun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:4b-LE5UluQcC,n/a,0
A Case Study in Handwritten Digit Recognition,"L Bottou, C Cortes, JS Denker, H Drucker, I Guyon, LD Jackel, Y LeCun, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:2168PZyDXAcC,n/a,0
Fast Convolutional Nets With fbfft: A GPU Performance Evaluation Download PDF,"N Vasilache, J Johnson, M Mathieu, S Chintala, S Piantino, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:k6hhvAYhr9EC,n/a,0
Yann LeCun Yann LeCun,Y LeCun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:bPZF39XCNPMC,1960,0
Koray Kavukcuoglu,"MA Ranzato, Y Lecun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:kMrClmKSQGwC,n/a,0
Color Documents on the Web with DjVu,"PH Ner, Y LeCun, L Bottou, P Howard, P Vincent, B Riemers",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:UuaQgmrAG1sC,n/a,0
Efficient BackProp Efficient BackProp,Y Le Cun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:RL3Vt95MvH0C,n/a,0
Fast approximate prediction of sparse codes,"K Gregor, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:LimhlhUO2s4C,n/a,0
Deep Learning Made Easier,"T Raiko, H Valpola, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:1xqo9R7SDZkC,n/a,0
Predicting Deeper into the Future of Semantic Segmentation—Supplementary Material—,"P Luc, N Neverova, C Couprie, J Verbeek, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:Ecsxi449JjsC,n/a,0
Convolutional Nets,Y Le Cun,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:hcF2OqvMasEC,n/a,0
ALGORITHMS FOR HANDWRITTEN DIGIT,"Y LeCun, L Jackel, L Bottou, A Brunot, C Cortes, J Denker, H Drucker, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:i_acAUMCj1cC,n/a,0
Orthogonal RNNs and Long-Memory Tasks,"Y LeCun, NYU EDU",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:gFcjaLVeiroC,n/a,0
"Hastie, T., Tibshirani, R. & Buja, A.(1992b), Flexible discriminant analysis by optimal scoring, To be published. Hertz, J., Krogh, A. & Palmer, R.(1991), Introduction to the …","Y Le Cun, B Boser, JS Denker, D Henderson, R Howard, W Hubbard, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:9PbDelcLwNgC,n/a,0
FAST INCREMENTAL LEARNING FOR AUTONOMOUS GROUND NAVIGATION,"A Provodin, L Torabi, U Muller, B Flepp, M Sergio, J Žbontar, Y LeCun, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:qxGx9raSUrEC,n/a,0
Unsupervised Learning of Sparse and Invariant Features Hierarchies,"MA Ranzato, YL Boureau, FJ Huang, Y LeCun",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:c3oc_9pK2TEC,n/a,0
"HS Baird, AT&T Bell Laboratories, Murray Hill NJ 07974","VIOFEN NETyyOpK, LD Jackel, B Boser, HP Graf, JS Denker, Y Le Cun, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WLN3QrAAAAAJ&cstart=400&pagesize=100&citation_for_view=WLN3QrAAAAAJ:fiDIZbHD5NAC,n/a,0
