title,case,year,source,citations no.
US v. Nowak,"825 F. 3d 946 - Court of Appeals, 8th Circuit",2016,https://scholar.google.com/scholar_case?case=16425354538911419956&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,19
In re Certified Question of Law,858 F. 3d 591 - Court of Appeals,2016,https://scholar.google.com/scholar_case?case=18189546556342444736&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,19
Conroy v. Caron,"275 F. Supp. 3d 328 - Dist. Court, D. Connecticut",2017,https://scholar.google.com/scholar_case?case=5230146115642042895&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,19
McConnell v. Department of Labor,"787 SE 2d 794, 337 Ga. App. 457 - Ga: Court of Appeals",2016,https://scholar.google.com/scholar_case?case=13040104967865535087&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,19
State v. Chute,908 NW 2d 578 - Minn: Supreme Court,2018,https://scholar.google.com/scholar_case?case=4979521808183843993&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,19
"Innovak International, Inc. v. Hanover Ins. Co.","280 F. Supp. 3d 1340 - Dist. Court, MD Florida",2017,https://scholar.google.com/scholar_case?case=5031169082873379496&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,19
Bray v. Khuri,523 SW 3d 619 - Tenn: Supreme Court,2017,https://scholar.google.com/scholar_case?case=200335723483178914&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,19
Aguilar v. Rexnord LLC,"2018 WL 3239715 ",2018,,19
In re Juan R.,"22 Cal. App. 5th 1083, 232 Cal. Rptr. 3d… - Cal: Court of Appeal, 1st…",2018,https://scholar.google.com/scholar_case?case=4397824049406375228&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,19
Woodbury v. Victory Van Lines,"286 F. Supp. 3d 685 - Dist. Court, D. Maryland",2017,https://scholar.google.com/scholar_case?case=11081986652674593684&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,19
Kirchmeyer v. Phillips,"245 Cal. App. 4th 1394, 200 Cal. Rptr. 3d… - Cal: Court of Appeal, 4th…",2016,https://scholar.google.com/scholar_case?case=16800716450626330129&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,18
Hankston v. State,517 SW 3d 112 - Tex: Court of Criminal Appeals,2017,https://scholar.google.com/scholar_case?case=15407646011629390985&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,18
State v. Kono,"152 A. 3d 1, 324 Conn. 80 - Conn: Supreme Court",2016,https://scholar.google.com/scholar_case?case=312923039252992989&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,18
Boelter v. Advance Magazine Publishers Inc.,"210 F. Supp. 3d 579 - Dist. Court, SD New York",2016,https://scholar.google.com/scholar_case?case=14792546930481476523&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,18
People v. Jiles,"158 AD 3d 75, 68 NYS 3d 787, 2017 NY… - NY: Appellate Div., 4th…",2017,https://scholar.google.com/scholar_case?case=18059491836551360647&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,18
State v. Jenkins,"884 NW 2d 429, 294 Neb. 684 - Neb: Supreme Court",2016,https://scholar.google.com/scholar_case?case=1868775342462363776&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,18
Dolmage v. Combined Ins. Co. of Am.,"2016 WL 754731 ",2016,,18
US v. Long,"906 F. 3d 720 - Court of Appeals, 8th Circuit",2018,https://scholar.google.com/scholar_case?case=17505516033662330750&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,18
Smith v. BLUE SHIELD OF CA LIFE & HEALTH INS. CO.,"228 F. Supp. 3d 1056 - Dist. Court, CD California",2017,https://scholar.google.com/scholar_case?case=2914250141460567546&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,18
Darling v. Falls,"236 F. Supp. 3d 914 - Dist. Court, MD North Carolina",2017,https://scholar.google.com/scholar_case?case=12887734736303454836&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,18
US v. Hastie,"854 F. 3d 1298 - Court of Appeals, 11th Circuit",2017,https://scholar.google.com/scholar_case?case=17584642933807784235&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,18
United States v. Simmonds,"641 F. App'x 99, 641 Fed. Appx. 99 ",2016,,18
Tracy v. US DEPT. OF JUSTICE,"191 F. Supp. 3d 83 - Dist. Court, Dist. of Columbia",2016,https://scholar.google.com/scholar_case?case=9405351202871811578&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,18
Wisdom v. US Tr. Program,"266 F. Supp. 3d 93 ",2017,,18
US Dep't of Justice v. Utah Dep't of Commerce,"2017 WL 3189868 ",2017,,18
State v. Farris,"210 So. 3d 877 - La: Court of Appeals, 2nd Circuit",2016,https://scholar.google.com/scholar_case?case=9070318350419583237&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,18
US v. Maxi,"886 F. 3d 1318 - Court of Appeals, 11th Circuit",2018,https://scholar.google.com/scholar_case?case=10525271665158924503&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,18
Zimmerman v. University of Utah,"417 P. 3d 78, 2018 UT 1 - Utah: Supreme Court",2018,https://scholar.google.com/scholar_case?case=17640390747928685376&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,18
Doe No. 1 v. Putnam County,"344 F. Supp. 3d 518 - Dist. Court, SD New York",2018,https://scholar.google.com/scholar_case?case=384140919060392810&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,18
In re Search Warrant No. 16-960-M-1 to Google,"275 F. Supp. 3d 605 - Dist. Court, ED Pennsylvania",2017,https://scholar.google.com/scholar_case?case=2846803552173408700&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,18
JW v. District of Columbia,"318 FRD 196 ",2016,,18
"LaVigne v. First Cmty. Bancshares, Inc.","2016 WL 6305992 ",2016,,18
R v. Alsford,"2017 NZSC 42 ",2017,,18
"Peerenboom v. Marvel Entertainment, LLC","148 AD 3d 531, 50 NYS 3d 49, 2017 NY… - NY: Appellate Div., 1st…",2017,https://scholar.google.com/scholar_case?case=13787268076391227586&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,18
Electronic Privacy Information Center v. IRS,"261 F. Supp. 3d 1 - Dist. Court, Dist. of Columbia",2017,https://scholar.google.com/scholar_case?case=1667300165733158982&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
Moe v. Butte-Silver Bow County,"371 P. 3d 415, 2016 MT 103, 383 Mont. 297 - Mont: Supreme Court",2016,https://scholar.google.com/scholar_case?case=1243841252494132561&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
McConnell v. Georgia Dept. of Labor,"814 SE 2d 790, 345 Ga. App. 669 - Ga: Court of Appeals",2018,https://scholar.google.com/scholar_case?case=3148774841152590002&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
People v. McMillan,"29 NY 3d 145, 75 NE 3d 1151, 53 NYS 3d… - NY: Court of Appeals",2017,https://scholar.google.com/scholar_case?case=13397335793234154005&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
Williams v. City of Cleveland,"907 F. 3d 924 - Court of Appeals, 6th Circuit",2018,https://scholar.google.com/scholar_case?case=9930059425329564855&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
SALT RIVER PROJ. AGRI. IMPROV. v. Trench France,"303 F. Supp. 3d 1004 - Dist. Court, D. Arizona",2018,https://scholar.google.com/scholar_case?case=2739053732276761324&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
People v. Maldonado,"22 Cal. App. 5th 138, 231 Cal. Rptr. 3d… - Cal: Court of Appeal, 6th…",2018,https://scholar.google.com/scholar_case?case=18353361243417103694&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
State v. Phillips,"382 P. 3d 133, 138 Haw. 321 - Haw: Supreme Court",2016,https://scholar.google.com/scholar_case?case=17133220355199351414&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
US v. Tolbert,"326 F. Supp. 3d 1211 - Dist. Court, D. New Mexico",2018,https://scholar.google.com/scholar_case?case=10591752078622466819&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
Ex parte Reece,517 SW 3d 108 - Tex: Court of Criminal Appeals,2017,https://scholar.google.com/scholar_case?case=3645640273817185300&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
FLANIGAN'S ENTERPRISES v. City of Sandy Springs,"831 F. 3d 1342 - Court of Appeals, 11th Circuit",2016,https://scholar.google.com/scholar_case?case=15685518810112304500&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
"Smith v. Facebook, Inc.","262 F. Supp. 3d 943 - Dist. Court, ND California",2017,https://scholar.google.com/scholar_case?case=4788852909212671744&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
Lindenmuth v. McCreer,"165 A. 3d 544, 233 Md. App. 343 - Md: Court of Special Appeals",2017,https://scholar.google.com/scholar_case?case=15135736594239040015&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
US v. Lyle,"856 F. 3d 191 - Court of Appeals, 2nd Circuit",2017,https://scholar.google.com/scholar_case?case=551713931700993664&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
Lacey v. State,"389 P. 3d 233, 2017 MT 18, 386 Mont. 204 - Mont: Supreme Court",2017,https://scholar.google.com/scholar_case?case=27360402351942048&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
US v. Collins,"811 F. 3d 63 - Court of Appeals, 1st Circuit",2016,https://scholar.google.com/scholar_case?case=4710793180516426977&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
"St. Louis Heart Center, Inc. v. Nomax, Inc.","899 F. 3d 500 - Court of Appeals, 8th Circuit",2018,https://scholar.google.com/scholar_case?case=6386949434360982775&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
State v. Barnthouse,"380 P. 3d 952, 360 Or. 403 - Or: Supreme Court",2016,https://scholar.google.com/scholar_case?case=13737260483702850739&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,17
Electronic Privacy Info. Ctr. v. Dept. of Justice,"296 F. Supp. 3d 109 - Dist. Court, Dist. of Columbia",2017,https://scholar.google.com/scholar_case?case=16641927164787410698&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
Krakauer v. State,"381 P. 3d 524, 2016 MT 230, 384 Mont. 527 - Mont: Supreme Court",2016,https://scholar.google.com/scholar_case?case=5083262886817126506&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
Mobley v. State,"816 SE 2d 769, 346 Ga. App. 641 - Ga: Court of Appeals",2018,https://scholar.google.com/scholar_case?case=8289721799992542805&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
State v. Cohen,"807 SE 2d 861, 302 Ga. 616 - Ga: Supreme Court",2017,https://scholar.google.com/scholar_case?case=11497892833404613334&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
State v. Bazinet,"184 A. 3d 448, 170 NH 680 - NH: Supreme Court",2018,https://scholar.google.com/scholar_case?case=12584168910675166283&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
"Porco v. Lifetime Entertainment Servs., LLC","147 AD 3d 1253, 47 NYS 3d 769, 2017 NY… - NY: Appellate Div…",2017,https://scholar.google.com/scholar_case?case=1804584320863730275&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
State v. Pippin,"403 P. 3d 907, 200 Wash. App. 826 - Wash: Court of Appeals, 2nd…",2017,https://scholar.google.com/scholar_case?case=9718045934088988779&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
Edelman v. SEC,"239 F. Supp. 3d 45 - Dist. Court, Dist. of Columbia",2017,https://scholar.google.com/scholar_case?case=8362377982974435181&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
US v. Monroe,"350 F. Supp. 3d 43 - Dist. Court, D. Rhode Island",2018,https://scholar.google.com/scholar_case?case=7815574353915869455&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
Gary v. State,"790 SE 2d 150, 338 Ga. App. 403 - Ga: Court of Appeals",2016,https://scholar.google.com/scholar_case?case=13530218749617815490&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
"Solers, Inc. v. IRS","827 F. 3d 323 - Court of Appeals, 4th Circuit",2016,https://scholar.google.com/scholar_case?case=9729332462085995324&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
Agnew v. State,"197 A. 3d 27, 461 Md. 672 - Md: Court of Appeals",2018,https://scholar.google.com/scholar_case?case=14199655535832460198&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
Perlin v. Time Inc.,"237 F. Supp. 3d 623 - Dist. Court, ED Michigan",2017,https://scholar.google.com/scholar_case?case=5953841797567148100&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
State v. Luhm,880 NW 2d 606 - Minn: Court of Appeals,2016,https://scholar.google.com/scholar_case?case=11245005512085930124&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
Potocnik v. Carlson,"2016 WL 3919950 ",2016,,16
Carlson v. Jerousek,"68 NE 3d 520, 2016 IL App (2d) 151248… - Ill: Appellate Court…",2016,https://scholar.google.com/scholar_case?case=17665715508129747542&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
State v. Howl,"381 P. 3d 684, 2016 NMCA 84 - NM: Court of Appeals",2016,https://scholar.google.com/scholar_case?case=861755136991568633&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
Markham v. Wolf,"190 A. 3d 1175, 647 Pa. 642 - Pa: Supreme Court",2018,https://scholar.google.com/scholar_case?case=5296308162279090861&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
Richardson v. Yellen,"167 F. Supp. 3d 105 - Dist. Court, Dist. of Columbia",2016,https://scholar.google.com/scholar_case?case=9932882625141748380&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,16
McDonough v. Fernandez-Rundle,"862 F. 3d 1314 - Court of Appeals, 11th Circuit",2017,https://scholar.google.com/scholar_case?case=5118423386200657728&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
Judicial Watch v. NAT ARCHIVES & RECORDS ADMIN,"876 F. 3d 346 - Court of Appeals, Dist. of Columbia Circuit",2017,https://scholar.google.com/scholar_case?case=11647594177448855301&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
US v. Makeeff,"820 F. 3d 995 - Court of Appeals, 8th Circuit",2016,https://scholar.google.com/scholar_case?case=10644051309736740425&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
Long v. State,535 SW 3d 511 - Tex: Court of Criminal Appeals,2017,https://scholar.google.com/scholar_case?case=11496810337511730762&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
Ung v. Universal Acceptance Corp.,"198 F. Supp. 3d 1036 - Dist. Court, Minnesota",2016,https://scholar.google.com/scholar_case?case=6759952354580020123&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
State v. Freeman,"194 So. 3d 1 - La: Court of Appeals, 2nd Circuit",2016,https://scholar.google.com/scholar_case?case=2380553631711255722&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
SAN FRANCISCO APARTMENT v. CITY/CTY. OF SAN FRAN.,"881 F. 3d 1169 - Court of Appeals, 9th Circuit",2018,https://scholar.google.com/scholar_case?case=4342442282039183004&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
Gresham v. Rutledge,"198 F. Supp. 3d 965 - Dist. Court, ED Arkansas",2016,https://scholar.google.com/scholar_case?case=522893541374556908&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
Moore v. Bushman,"559 SW 3d 645, 654 Tex. App. __ - Tex: Court of Appeals",2018,https://scholar.google.com/scholar_case?case=12093671047359410143&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
Ioane v. Hodges,"903 F. 3d 929 - Court of Appeals, 9th Circuit",2018,https://scholar.google.com/scholar_case?case=16404869690351723139&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
Cross v. Superior Court,"11 Cal. App. 5th 305, 217 Cal. Rptr. 3d… - Cal: Court of Appeal, 2nd…",2017,https://scholar.google.com/scholar_case?case=17980793685533107346&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
Sims v. Labowitz,"877 F. 3d 171 - Court of Appeals, 4th Circuit",2017,https://scholar.google.com/scholar_case?case=120239631594748770&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
Weast v. US,"137 S. Ct. 126, 196 L. Ed. 2d 99 - Supreme Court",2016,https://scholar.google.com/scholar_case?case=16672998327518487268&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
"Henson v. Turn, Inc.","2018 WL 5281629 ",2018,,15
State v. Helm,"901 NW 2d 57, 2017 ND 207 - ND: Supreme Court",2017,https://scholar.google.com/scholar_case?case=1766309474756940307&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
Hosmane v. Seley-Radtke,"132 A. 3d 348, 227 Md. App. 11 - Md: Court of Special Appeals",2016,https://scholar.google.com/scholar_case?case=459758019159978747&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
State v. Cornell,"146 A. 3d 895, 2016 VT 47 - Vt: Supreme Court",2016,https://scholar.google.com/scholar_case?case=1189281887759862991&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
US v. Shaw,"824 F. 3d 624 - Court of Appeals, 7th Circuit",2016,https://scholar.google.com/scholar_case?case=4857241978836002623&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
DOE G. v. DEPT. OF CORRECTIONS,"410 P. 3d 1156, 190 Wash. 2d 185 - Wash: Supreme Court",2018,https://scholar.google.com/scholar_case?case=6872083310854622982&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
Hartford Cas. Ins. Co. v. Ted A. Greve & Assocs.,"742 F. App'x 738 ",2018,,15
Municipality of Mt. Lebanon v. Gillen,151 A. 3d 722 - Pa: Commonwealth Court,2016,https://scholar.google.com/scholar_case?case=4493744499294697989&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,15
"Bell v. Survey Sampling Int'l, LLC","2017 WL 1013294 ",2017,,15
Demo v. Kirksey,"2018 WL 5994995 ",2018,,15
R v. Marakah,"2016 ONCA 542 ",2016,,15
State v. Cornwell,"412 P. 3d 1265, 190 Wash. 2d 296 - Wash: Supreme Court",2018,https://scholar.google.com/scholar_case?case=14978085023174726303&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
CITIZENS FOR RESPONSIBILITY v. US DOJ,"854 F. 3d 675 - Court of Appeals, Dist. of Columbia Circuit",2017,https://scholar.google.com/scholar_case?case=8793684502104698643&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
Everett v. State,186 A. 3d 1224 - Del: Supreme Court,2018,https://scholar.google.com/scholar_case?case=17945534845463953868&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
Project Veritas Action Fund v. Conley,"244 F. Supp. 3d 256 - Dist. Court, D. Massachusetts",2017,https://scholar.google.com/scholar_case?case=1394097861686509515&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
In re Facebook Biometric Info. Privacy Litig,"2016 WL 2593853 ",2016,,14
Commonwealth v. Cruz,"166 A. 3d 1249, 2017 PA Super 231 - Pa: Superior Court",2017,https://scholar.google.com/scholar_case?case=14190538144322706421&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
Warrior v. Santiago,"2018 WL 827616 ",2018,,14
People v. Jones,"155 AD 3d 1103, 64 NYS 3d 358, 2017 NY… - NY: Appellate Div…",2017,https://scholar.google.com/scholar_case?case=17926351537722613279&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
US v. Johnson,"314 F. Supp. 3d 248 - Dist. Court, Dist. of Columbia",2018,https://scholar.google.com/scholar_case?case=10247203468142881646&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
BC Freedom of Information and Privacy Association v. British Columbia (Attorney General),"2017 SCC 6 ",2017,,14
US v. Quashie,"162 F. Supp. 3d 135 - Dist. Court, ED New York",2016,https://scholar.google.com/scholar_case?case=6386286312144726939&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
Davidson v. US Dept. of State,"206 F. Supp. 3d 178 - Dist. Court, Dist. of Columbia",2016,https://scholar.google.com/scholar_case?case=8197234899164242365&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
State v. Polk,"150 Ohio St. 3d 29, 2017 Ohio 2735, 78 NE 3d… - Ohio: Supreme…",2017,https://scholar.google.com/scholar_case?case=2304933662116992251&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
DOE BY & THROUGH DOE v. BOYERTOWN AREA SCHOOL DIST,"893 F. 3d 179 - Court of Appeals, 3rd Circuit",2018,https://scholar.google.com/scholar_case?case=307572869297509479&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
State v. Brooks,888 NW 2d 406 - Iowa: Supreme Court,2016,https://scholar.google.com/scholar_case?case=13120568702031896277&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
"Hickey v. RREF BB SBL ACQUISITIONS, LLC","785 SE 2d 72, 336 Ga. App. 411 - Ga: Court of Appeals",2016,https://scholar.google.com/scholar_case?case=3911015688040871804&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
"DEPENDABLE SALES & SERVICE, INC. v. TrueCar, Inc.","311 F. Supp. 3d 653 - Dist. Court, SD New York",2018,https://scholar.google.com/scholar_case?case=7420478506766515108&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
"Austin v. Foodliner, Inc.","2018 WL 1168694 ",2018,,14
People v. Diaz,"149 AD 3d 974, 2017 NY Slip Op 3013, 53… - NY: Appellate Div…",2017,https://scholar.google.com/scholar_case?case=16526687356309055022&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
Davila v. Gutierrez,"330 F. Supp. 3d 925 - Dist. Court, SD New York",2018,https://scholar.google.com/scholar_case?case=12718971460824534649&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
Areizaga v. ADW Corp.,"2016 WL 9526396 ",2016,,14
Abid v. Abid,"406 P. 3d 476, 133 Nev. Adv. Op. 94, 133 Nev… - Nev: Supreme…",2017,https://scholar.google.com/scholar_case?case=6018490250788928493&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
HEALTH & FAMILY SERVS. v. COURIER-JOURNAL,493 SW 3d 375 - Ky: Court of Appeals,2016,https://scholar.google.com/scholar_case?case=12645582547384536628&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,14
"Abante Rooter & Plumbing, Inc. v. Pivotal Payments, Inc.","2017 WL 733123 ",2017,,14
"Groshek v. Time Warner Cable, Inc.","2016 WL 4203506 ",2016,,14
Dougherty v. Heller,"138 A. 3d 611, 635 Pa. 507 - Pa: Supreme Court",2016,https://scholar.google.com/scholar_case?case=9002752223913392611&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,13
"Fauley v. Drug Depot, Inc.","204 F. Supp. 3d 1008 - Dist. Court, ND Illinois",2016,https://scholar.google.com/scholar_case?case=1238528672304181386&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,13
R (Privacy International) v. Investigatory Powers Tribunal,"2017 EWCA Civ 1868 ",2017,,13
Privacy Commissioner v. Telstra Corporation Ltd,"249 FCR 24 ",2017,,13
100Reporters LLC v. DOJ,"248 F. Supp. 3d 115 ",2017,,13
Hyatt v. Lee,"251 F. Supp. 3d 181 - Dist. Court, Dist. of Columbia",2017,https://scholar.google.com/scholar_case?case=14069365864344053218&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,13
John Doe Co. No. 1 v. CONSUMER FIN. PROTECTION,"195 F. Supp. 3d 9 - Dist. Court, Dist. of Columbia",2016,https://scholar.google.com/scholar_case?case=7880133632364016283&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,13
Matter of the Application of WP Co. LLC,"201 F. Supp. 3d 109 - Dist. Court, Dist. of Columbia",2016,https://scholar.google.com/scholar_case?case=15417646087549054436&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,13
Rodock v. Pommier,"225 So. 3d 512 - La: Court of Appeals, 3rd Circuit",2017,https://scholar.google.com/scholar_case?case=8358953342596979581&q=privacy&hl=en&lr=lang_en&as_sdt=2006&as_ylo=2016&as_yhi=2018,13
